uid,name,address,postcode,state
4e03d4e81e6a876f512536f6a57c053e,Black Lion Public House,"The Black Lion, Lion Road, Buxton With Lamas",NR10 5HH,Broadland
9eabeafae188d3fe4bcf18b28cd22621,Black Swan Public House,"Norwich Road, Horsham St Faith",NR10 3HJ,Broadland
425b9aee6ac12d37f575d855fefc55a4,Blue Boar Inn,"259 Wroxham Road, Sprowston",NR7 8RL,Broadland
ba65fff4a129d1b11ecb27c14fa82893,Bob Carter Leisure Centre Trust,"School Road, Drayton",NR8 6DN,Broadland
ab2b84daf6f012ef09b0b6a16b582a19,Brick Kilns Public House,"Brick Kilns, Norwich Road, Great Little Plumstead",NR13 5JH,Broadland
9588710d6b8d0e8a9cb3f4994bc46671,Brickmakers Arms,"The Brambles, 218 Holt Road, Horsford",NR10 3ER,Broadland
9ae981e162799356f1450760b51eb40b,Buckinghamshire Arms,"Buckinghamshire Arms, Blickling Road, Blickling",NR11 6NF,Broadland
b170184a2da0e274d6987f775f7f4436,County Arts Bowls Club,"Plumstead Road East, Thorpe St Andrew",NR7 9ND,Broadland
325be0aafea46074ea1fa4e5b8c1cdcd,Crown Public House,"Ollands Road, Reepham",NR10 4EJ,Broadland
3643394f6b2c8c07e1fc7146e8df3a9f,Dog Public House (wet sales only),"65 Holt Road, Horsford",NR10 3DF,Broadland
17cb7e19a422ee4291799f937572a25c,Earle Arms Inn,"Earle Arms Inn, The Street, Heydon",NR11 6AD,Broadland
6a02937f5041ca5331687595294ba0cb,Embrujo,"64 Old Road, Acle",NR13 3QP,Broadland
067744934db047c520162dda3329ef4e,Fatso's,"Fatsos, 107 Salhouse Road, Sprowston",NR7 9AW,Broadland
85f01da4401af011e2d23f77f742a2d1,Gordon Public House,"88 Gordon Avenue, Thorpe St Andrew",NR7 0DR,Broadland
440ca8b979df9dc94c3cd1285c5cfcc3,Great Witchingham Lunch Club,"Village Hall, Hubbards Loke, Great Witchingham",NR9 5AZ,Broadland
bd463401af28e02eb4dabb7ef81f4d19,Griffin Inn,"212 Yarmouth Road, Thorpe St Andrew",NR7 0SN,Broadland
855c15d34745cd596c7cc1f89590d5b7,Hainford Country Inn Ltd - The Chequers,"The Chequers, 10 Stratton Road, Hainford",NR10 3AY,Broadland
e27fb14a91ef234f23b87312243e883e,Honingham Bowls Club,"Village Playing Field, Honingham",NR9 5AP,Broadland
550b5df9b6c697aebd9005bb9582d1a5,Huntsman Public House,"The Huntsman Public House, 41 Norwich Road, Strumpshaw",NR13 4AG,Broadland
83278bda640487047aa3f125c1098116,Kings Arms Chinese and Thai,"1 Panxworth Road, South Walsham",NR13 6DY,Broadland
165a3da025a7bbd4a1f0ff222fdd1f73,Kings Arms Public House,"Market Place, Reepham",NR10 4JJ,Broadland
64e4afb79ceeaa18b5a3c854844c5441,Kings Head Public House,"24 Station Road, Lingwood And Burlingham",NR13 4AZ,Broadland
72e3250b16d82c5bcf3423c5e5eae73f,Kings Head Public House,"Kings Head, The Street, Acle",NR13 3DY,Broadland
bb4a578bf51e495439f435e688eda164,Kings Head Public House,"Kings Head, 39 Yarmouth Road, Blofield",NR13 4LE,Broadland
a1fb13ead0d648acd61e600531421a34,Kings Head Public House,"Kings Head, Wroxham Road, Coltishall",NR12 7EA,Broadland
b2b61374b0798366fe7ecdeb545f7d2a,Longe Arms Public House,"Longe Arms Public House, 1 Crostwick Lane, Spixworth",NR10 3PE,Broadland
a340df5d870c065b444beca8d23e413d,Lord Nelson Public House,"Lord Nelson, 38 Riverside, Reedham",NR13 3TE,Broadland
72b6bb99fca8f9c387aaf293c3018dd6,Maids Head Public House,"Maids Head, 85 Spixworth Road, Old Catton",NR6 7NH,Broadland
1e7a8bb44a62f28c0c8bc4d0e1e6e523,Maltsters Public House,"Maltsters, The Hill, Ranworth",NR13 6AB,Broadland
a1b3d3e781cdf48512d42ac61ea3aa28,Marsham Arms Inn,"Marsham Arms, Holt Road, Hevingham",NR10 5NP,Broadland
022205ebfccb84f524e9700ac71d56f1,Norfolk Broads Yacht Club,"Norfolk Broads Yacht Club, The Avenue, Wroxham",NR12 8TS,Broadland
bfbd6410662f19e47c30432ee7ea66b1,Otter Public House,"The Otter, 12 The Square, Drayton",NR8 6XE,Broadland
980948caca50cef09c09c92ed9dd3135,Parson Woodforde Public House,"The Parson Woodforde, Church Street, Weston Longville",NR9 5JU,Broadland
139ab69f8f1df70f749f08ce34621a0e,Racecourse Castle Carvery,"61 Salhouse Road, Rackheath",NR13 6LA,Broadland
6869231eb76fdc1ac6c726111d6e9664,Ram Snacks,"Ram Public House, 108 The Street, Brundall",NR13 5LP,Broadland
36fb4f89c625b45f964ae6fd2a1ff48c,Rampant Horse Public House,"Rampant Horse, 2 Chapelfield, Freethorpe",NR13 3LY,Broadland
d6684cee58412653e52c5e14aa89ce42,Recruiting Sergeant,"Recruiting Sergeant, Norwich Road, Horstead With Stanninghall",NR12 7EE,Broadland
66eb9360b3cce3c992b3438eff17cf38,Red Lion Public House,"Fakenham Road, Drayton",NR8 6PW,Broadland
dbb7b01ab4588403b9325d6996bae875,Red Lion Public House,"Red Lion, Marsh Road, Halvergate",NR13 3QB,Broadland
b2d2b7bcafab66c90a59feb4b31a8521,Reedcutter Public House,"Station Road, Cantley",NR13 3SH,Broadland
eb1f0a796bc99a88b6b690a2c6060d4c,Rising Sun Public House,"28 Wroxham Road, Coltishall",NR12 7EA,Broadland
2f110c090b9028d3e41ed89a1996ff29,Rose & Crown (Wet Sales Only),"Rose And Crown, 50 Buxton Road, Frettenham",NR12 7NJ,Broadland
39ec447dd11843e9ade9549628ea57a3,Rushcutters Arms,"46 Yarmouth Road, Thorpe St Andrew",NR7 0HE,Broadland
ac8bd760db39b71b863ad01b49181d48,Shoulder of Mutton Public House,"Shoulder Of Mutton, Norwich Road, Strumpshaw",NR13 4NT,Broadland
0db2d532e2c9312542ef0a676fa2ae14,Silver Fox Public House,"Silver Fox, 264 Fakenham Road, Taverham",NR8 6AD,Broadland
098d305db01662e38218f420a02ba62e,Sole & Heel,"Sole And Heel, Salhouse Road, Rackheath",NR13 6QH,Broadland
b3a2ee85b097e77932b525ccb720857a,St Andrews Hospital Staff Social Club,"St Andrews Social Club, Yarmouth Road, Thorpe St Andrew",NR7 0SQ,Broadland
80350fd4d9cac3522e991cacaa15045e,STB Getley Trading Ltd T/A The Red Lion Public House,"Red Lion, 77 Church Street, Coltishall",NR12 7DW,Broadland
d68b774e9529a4b94a5c6c8943a1b8b3,Tamarind Indian Restaurant,"Woodbastwick Road, Blofield",NR13 4AB,Broadland
a18d4ddb1a1c3463d6719e526573c4ba,The Acle Bridge Inn,"Bridge Inn, Old Road, Acle",NR13 3AS,Broadland
5add5a727381a23cb96db153b4171501,The Bell Inn,"19 High Street, Cawston",NR10 4AE,Broadland
595f508cdfbfa162d0fe7b97cc99ef42,The Bridge Inn,"Bridge Inn, 2 Fakenham Road, Great Witchingham",NR9 5SE,Broadland
5be86e35f21b1514d0e7742893d6cfba,The Buck Inn,"The Buck, 55 Yarmouth Road, Thorpe St Andrew",NR7 0EW,Broadland
78de39389027d0b1b8f2c57c9eb52cc4,The Bull Inn,"The Bull, 197 Reepham Road, Hellesdon",NR6 5QA,Broadland
e3f1e3e296b51f3fe3fa63346ecc4d0b,The Cock Inn,"The Cock Inn, 1 Drayton High Road, Drayton",NR8 6AE,Broadland
5aacf8f5154afea2ac22fc767d072677,The Cock Tavern,"The Cock Tavern, Manor Road, Cantley",NR13 3JQ,Broadland
c70c2b7ef4dad5bfc4206d5f27f15e42,The Cottage Public House,"The Cottage, 148 Thunder Lane, Thorpe St Andrew",NR7 0JD,Broadland
8a546d8f59d4a772c431bed428f8ddbc,The Dial House,"The Dial House, Market Place, Reepham",NR10 4JJ,Broadland
e0f373d6df91f7bad72690380cfd55a2,The Feathers Public House,"The Feathers, 54 Cawston Road, Aylsham",NR11 6EB,Broadland
154fcab5a116b48ae3b26cf8d923460a,The Fox Public House,"The Fox, Cromer Road, Hevingham",NR10 5LY,Broadland
83e8b6d85c4583571870b2d9026326d4,The Fur & Feather Inn,"Fur & Feather Inn, Slad Lane, Woodbastiwck",NR13 6HQ,Broadland
b5504051b6e072cc0fbf57d33c8daf05,The Gas Social Club,"The Gas Club, Roundtree Way, Sprowston",NR7 8SQ,Broadland
47d42dc9f5562f7fea9c31ee70b09e77,The Honingham Buck Ltd,"29 The Street, Honingham",NR9 5BL,Broadland
6c145b990376bfedc617c7690dfc6585,The Jefferson Partnership t/a Green Man Public House,"Green Man, Wroxham Road, Rackheath",NR13 6NQ,Broadland
c1e9b5875e442203073211c522072973,The Plough Inn,"The Plough Inn, Norwich Road, Marsham",NR10 5PS,Broadland
f3dec6a97225941bf9c3213e73943bd3,The Queens Head Pub,"Queens Head, 2 High Street, Foulsham",NR20 5AD,Broadland
283e2c4d728bdb193834d876ec27e6dd,The Ram Public House,"108 The Street, Brundall",NR13 5LP,Broadland
b2c055c0170e35a83a56057331299d1d,The Rivergarden,"The River Garden, 36 Yarmouth Road, Thorpe St Andrew",NR7 0EQ,Broadland
b7e42b52534c5e49eb03817d754c2153,The Ship Inn,"The Ship, 18 The Street, South Walsham",NR13 6DQ,Broadland
14bc693d9b86c58696e5917045e9d4de,The Ship Public House,"The Ship, Riverside, Reedham",NR13 3TQ,Broadland
94837a4e0a1664e01be4b131dc8e4c41,The Swan Inn,"The Swan Inn, 1 The Street, Ringland",NR8 6AB,Broadland
d241d3fc3cbdece1f3b9b2ab153d19b6,The Yare Public House,"The Yare, Riverside Estate, Brundall",NR13 5PL,Broadland
714ae0d60e0e12c29da50a2d6a248d56,Town House Hotel,"18/22 Yarmouth Road, Thorpe St Andrew",NR7 0EF,Broadland
82709b53d50b7bbc43fc815f669f8af2,Unicorn Public House,"The Unicorn Inn, 10 Hungate Street, Aylsham",NR11 6AA,Broadland
e33e7803ce456215efc88e4d099ddf32,United Business & Leisure (Roundwood),"Roundwood Bowls Club, 44 Ringland Road, Taverham",NR8 6HY,Broadland
52a8d66e466da645e413d2cecc294bd9,Weston Park Golf Club & Restaurant,"Weston Park, Weston Longville",NR9 5JN,Broadland
ad2052647f203331ee8868f76b804d33,Whiffler Public House,"The Whiffler, Boundary Road, Hellesdon",NR6 5JB,Broadland
ff24511994fc459d04145231c8876d6c,White Horse,"White Horse, 17 Chapel Road, Upton",NR13 6BT,Broadland
8818424349b75a67775353d1feef2635,Woodman Public House,"North Walsham Road, Old Catton",NR6 7QA,Broadland
46f11290d4a96b61bd472378cfce6376,Woodside Snooker Centre,"129 Woodside Road, Thorpe St. Andrew",NR7 9HA,Broadland
8bc0642ab515b06f29b45e925cbc2883,Wroxham Football Club,"Wroxham Football Club, 35 Skinners Lane, Wroxham",NR12 8SJ,Broadland
5092e8cd133bd35663545eb6d60f7da3,British Legion,"68-70 Amwell Street, Hoddesdon, Hertfordshire",EN11 8UA,Broxbourne
ce15e71da3200e380e63a55ddd486a6c,Broxbourne Sports Club,"Mill Lane Close, Broxbourne, Hertfordshire",EN10 7BA,Broxbourne
49852d7f69839e0b1006adc55d56938a,Broxbourne Youth Football Club,"V and E Club, Goffs Lane, Cheshunt, Hertfordshire",EN7 5QN,Broxbourne
ffc2e1fc7c886ec09a331040ada038aa,Catering,"The White Bear, 95 High Road, Broxbourne, Hertfordshire",EN10 7BN,Broxbourne
6acca991d2353781779b866e4f96edd9,Cheshunt Football Club,"Theobalds Lane, Cheshunt, Hertfordshire",EN8 8RU,Broxbourne
25a784574aae28d4baaaeaf615f1134a,Cheshunt Park Golf Club(Private),"The Old ClubHouse, Cheshunt Park, Park Lane, Cheshunt",EN7 6QD,Broxbourne
08e8af585235d7403ca2b7b56a51a6d4,Cheshunt Royal British Legion Club,"37 Crossbrook Street, Cheshunt, Hertfordshire",EN8 8LR,Broxbourne
3f9c4d0e8c3bca9c870e41f5098f90d6,Galley Hall,"Hailey Lane, Hoddesdon, Hertfordshire",SG13 7NY,Broxbourne
bdfd8ee0069f554eecc52c7a0156683c,Goffs Oak Comrades Club,"652 Goffs Lane, Goffs Oak, Hertfordshire",EN7 5ET,Broxbourne
ca82e1f23bb6cac66a32fce1c22534a3,Halsey Masonic Hall,"Turners Hill, Cheshunt, Hertfordshire",EN8 8NJ,Broxbourne
27a32ee07be61e165d05f1be26cc6229,Hoddesdon Labour Club,"Labour Hall, Rye Road, Hoddesdon, Hertfordshire",EN11 0JR,Broxbourne
2e9317132cbb41e9efa9892b1264db9d,"J D Wetherspoon \""The Star\"",""105 High Street, Hoddesdon, Hertfordshire",EN11 8TN,537293,
60395c709b4a933319e2713e3ae620d4,JJ & SM Catering,"The Cheshunt Club, Albury Ride, Cheshunt, Hertfordshire",EN8 8XG,Broxbourne
0f2dd5b68c9fa37502a54552f49af7fb,O'Shea Irish Bar,"99 Turners Hill, Cheshunt, Hertfordshire",EN8 9BD,Broxbourne
a371cfcae8c6ec3b82ae37a83a8ae9b9,Prince Of Wales Public House,"Prince Of Wales, Burton Lane, Goffs Oak, Hertfordshire",EN7 6SL,Broxbourne
a75bc815f274999a215f4c1273d599e3,Rosedale Sports Club,"Andrews Lane, Goffs Oak, Hertfordshire",EN7 6TB,Broxbourne
d274fe1c5d1575f2d382cec6d153c4a5,Rye Park & Hoddesdon United Services,"Rye Park and Hoddesdon United Services Club, Rye Road, Hoddesdon, Hertfordshire",EN11 0JR,Broxbourne
e9ec53bb2780cfef8c5dc4ef526bd7b3,Rye Park Conservative Club,"Rye Road, Hoddesdon, Hertfordshire",EN11 0JD,Broxbourne
63523a600ab69f276664d0eade9d076e,Stanboroughs Conservative Club,"Stanboroughs Court, Conduit Lane, Hoddesdon, Hertfordshire",EN11 8EP,Broxbourne
502bd656417033da20ddd935d55eccc0,The Bull,"74 High Road, Broxbourne, Hertfordshire",EN10 7DZ,Broxbourne
b457822685b3f6f2b16a4df6043cf847,The Bulls Head,"High Road, Turnford, Hertfordshire",EN10 6BZ,Broxbourne
e87bad0de3447c9ac3a8555e89545c75,The Cheshunt Sports Club,"The Cheshunt Club, Albury Ride, Cheshunt, Hertfordshire",EN8 8XG,Broxbourne
e82fac84865e3a37fa438ebd63ac8ecb,The Crocodile,"College Road, Cheshunt, Hertfordshire",EN8 9NQ,Broxbourne
b33d82c619bf88c3e3bb8f53beab0c4b,The George,"8 High Street, Hoddesdon, Hertfordshire",EN11 8BL,Broxbourne
42643c1c9403f67921a18654bcf45ead,The Goffs Oak,"Newgatestreet Road, Goffs Oak, Hertfordshire",EN7 5RH,Broxbourne
95a2913c397978962def64dedb86f75b,The Golden Lion,"23 High Street, Hoddesdon, Hertfordshire",EN11 8SX,Broxbourne
aa8876dc4701af3f0c9ba87b9e12cc8f,The Green Dragon,"62 Churchgate, Cheshunt, Hertfordshire",EN8 9NF,Broxbourne
9d630e6aec58f3828a87cd80777632f8,The Jolly Bricklayers (no food prep),"The Jolly Bricklayers, 2 Flamstead End Road, Cheshunt, Hertfordshire",EN8 0HH,Broxbourne
880c70d7ce3f367e62d1b0365fe2d491,The King James,"2-3 Lynton Parade Turners Hill, Cheshunt, Hertfordshire",EN8 8LF,Broxbourne
3fbb8a02753c66804b409c4154cbb570,The King William IV,"197 Lord Street, Hoddesdon, Hertfordshire",EN11 8NQ,Broxbourne
ce30d26c05a8eca0aacf1add677515eb,The Maltsters Public House,"The Maltsters, 177 Windmill Lane, Cheshunt, Hertfordshire",EN8 9AW,Broxbourne
2bc4ba3a7cff76b98c478c81d6542adc,The Moon and Cross,"104 High Street, Waltham Cross, Hertfordshire",EN8 7BX,Broxbourne
72f30308addb2c9b58e5cbaf4d990c79,The Old Anchor Public House,"The Old Anchor, 188 High Street, Cheshunt, Hertfordshire",EN8 0AY,Broxbourne
49755c42a67d8cdfd77970818d4c1be9,The Old English Gentleman,"253 Turners Hill, Cheshunt, Hertfordshire",EN8 9DG,Broxbourne
a5e1b49a1ddf038888e6de3523b475fb,The Old Star,"32 High Road, Wormley, Hertfordshire",EN10 6LE,Broxbourne
48deb8a018aac874e72c7a581c62959e,The Plough,"39-41 Park Lane, Waltham Cross, Hertfordshire",EN8 8AB,Broxbourne
b74c2b647f918a28a46d7414aa217a92,The Plough,"57 Flamstead End Road, Cheshunt, Hertfordshire",EN8 0JB,Broxbourne
d10ce77fbadd56dc697441b74986556e,The Queens Head Public House,"The Queens Head, 66 High Road, Wormley, Hertfordshire",EN10 6JN,Broxbourne
cd71b07a1d37a5e2cc04240e8498cc76,The Red Cow,"198 Windmill Lane, Cheshunt, Hertfordshire",EN8 9AF,Broxbourne
eb04a4e39aad262158f54379c85c44d4,The Roman Urn(no food prepared),"137 Crossbrook Street, Cheshunt, Hertfordshire",EN8 8LY,Broxbourne
f54d0c5cbd8e2270742293edf9075cb1,The Sun,"Amwell Street, Hoddesdon, Hertfordshire",EN11 8TX,Broxbourne
dfbd96036cbc28566e964cff04b5b3a8,The Venue,"41-43 High Street, Waltham Cross, Hertfordshire",EN8 7AB,Broxbourne
3f9f12fa8fc6d7ebef136040f179a201,The Vine Public House,"The Vine, 207A High Street, Waltham Cross, Hertfordshire",EN8 7AY,Broxbourne
586b06bc5a95c7765a14bf92341cbf39,The Wheatsheaf PH and Accomodation,"The Wheatsheaf, 271-273 High Street, Waltham Cross, Hertfordshire",EN8 7BG,Broxbourne
7afcf1cdacf28a5c5de45775a26e08d1,The Wheelwrights,"Goffs Lane, Goffs Oak, Hertfordshire",EN7 5EP,Broxbourne
83b7c331ebdd018bea7cecb6171eda96,The White Bear Public House,"The White Bear, 95 High Road, Broxbourne, Hertfordshire",EN10 7BN,Broxbourne
b08d0c2bdedec83aa6675ae122615c2d,The White Swan,"95 High Street, Hoddesdon, Hertfordshire",EN11 8TN,Broxbourne
c12fd368ff03f5224b92771824cafb9c,The Windmill Public House,"The Windmill, 210 Windmill Lane, Cheshunt, Hertfordshire",EN8 9AF,Broxbourne
d9c53d2f338e635471e8e0e42d066a10,Ukranian Social Club,"28 Flamstead End Road, Cheshunt, Hertfordshire",EN8 0HT,Broxbourne
f41761a931135c6c043c7e04abda41b0,Wormley Sports Club,"Church Lane, Wormley, Hertfordshire",EN10 7QE,Broxbourne
cf1be83386eb96b2ab9598944ebca6fc,Architect,"Architect, 43 Castle Street, Cambridge, Cambridgeshire",CB3 0AH,Cambridge
b2e4a7feb6bbca9cca2c0c1e18acbcfc,Baron Of Beef,"19 Bridge Street, Cambridge, Cambridgeshire",CB2 1UF,Cambridge
14db3644a939e64e443af8ea4f2aaafd,Baroosh,"Baroosh, 8 Market Passage, Cambridge, Cambridgeshire",CB2 3PF,Cambridge
08288f6062e03ae82e5e6eae2cd573a6,Boathouse Public House,"The Boathouse, 14 Chesterton Road, Cambridge, Cambridgeshire",CB4 3AX,Cambridge
470a085276f408b69da74710670c644e,Champion Of The Thames,"68 King Street, Cambridge, Cambridgeshire",CB1 1LN,Cambridge
789a27a6d888ed879a61b04d3a1675bb,Chesterton Mens Club,"172 High Street, Chesterton, Cambridge, Cambridgeshire",CB4 1NS,Cambridge
0fe0ccf57d3f129c8b2e0284b18749b3,Clarendon Arms,"35-36 Clarendon Street, Cambridge, Cambridgeshire",CB1 1JX,Cambridge
e10cbc680042d27fb747db2ac8e7a585,"D'Arry's Wine Shop, Bar & Dining","2 King Street, Cambridge, Cambridgeshire",CB1 1LN,Cambridge
bf5bbe1757fc75b000708ee9244f13c0,Earl of Beaconsfield,"Earl Of Beaconsfield, 133 Mill Road, Cambridge, Cambridgeshire",CB1 3AA,Cambridge
f3d42484f98de19b06ad63bec6749833,Earl Of Derby,"129 Hills Road, Cambridge, Cambridgeshire",CB2 1PG,Cambridge
5567cf0a41256bd4be5876205a52b77a,Green Dragon Public House,"Green Dragon Public House, 5 Water Street, Cambridge, Cambridgeshire",CB4 1NZ,Cambridge
cf717fdb88e340349a555bb681c3dfae,Hidden Rooms,"7A Jesus Lane, Cambridge, Cambridgeshire",CB5 8BA,Cambridge
c4600860ed92c3ad86dd99b5f4873505,Hudson's Ale House,"Hudsons Ale House, 77 High Street, Trumpington, Cambridge, Cambridgeshire",CB2 9HZ,Cambridge
a3659628992245e67c95d3adb577498c,Jenny Wren,"1 St Kilda Avenue, Cambridge, Cambridgeshire",CB4 2PN,Cambridge
9d647d784054476c87ee1c7d1fdde654,Kingston Arms,"Kingston Arms, 33 Kingston Street, Cambridge, Cambridgeshire",CB1 2NU,Cambridge
890049bba5ad331095991957d7cd17a7,Kitchen,"Haymakers, 54 High Street, Chesterton, Cambridge, Cambridgeshire",CB4 1NG,Cambridge
6b8927e60b9dbd954d0813ac191e4f1c,Kuda,"20-22 Sidney Street, Cambridge, Cambridgeshire",CB2 3HG,Cambridge
8adedf04eb30760594081f55abfa01bf,Kudos Hospitality,"The Cambridge Corn Exchange, Wheeler Street, Cambridge, Cambridgeshire",CB2 3QB,Cambridge
bd508f6f66e322df720940fef5d6bcd8,Little Red Kitchen Company Ltd,"Devonshire Arms, 1 Devonshire Road, Cambridge, Cambridgeshire",CB1 2BH,Cambridge
8572cb97cf7ac2f30db6b0cfd3f1cb93,Live And Let Live,"40 Mawson Road, Cambridge, Cambridgeshire",CB1 2EA,Cambridge
52df08d2f64eeef1e926b81e68b30604,Lola Lo,"1-6 Guildhall Chambers, Guildhall Place, Cambridge, Cambridgeshire",CB2 3QF,Cambridge
b4010cdfa0be9bf04905da1453ca7abe,Lord Byron Inn,"Lord Byron Inn, 22 Church Lane, Cambridge, Cambridgeshire",CB2 9LA,Cambridge
99712afec94f5fd82c30ab3699e4261a,Old Spring Public House,"The Old Spring, 1 Ferry Path, Cambridge, Cambridgeshire",CB4 1HB,Cambridge
c35de5732a7f55a11334e45a1c409ea1,Panton Arms,"Panton Arms, 43 Panton Street, Cambridge, Cambridgeshire",CB2 1HL,Cambridge
8d50741a7ea91f263bd57577c2efad24,Prince Regent,"Prince Regent, 91 Regent Street, Cambridge, Cambridgeshire",CB2 1AW,Cambridge
2bdf1fec986e51a451acc1e4fdba6b2a,Queen Edith Public House,"Wulfstan Way, Cambridge, Cambridgeshire",CB1 8QN,Cambridge
e53ecd84c16e20f952c0e2e83bdbd0a6,Red Bull,"The Red Bull, 11 Barton Road, Cambridge, Cambridgeshire",CB3 9JZ,Cambridge
fb0c8061dbe1cfe8781e531dac76f804,Red Lion,"Red Lion, 20 Mill End Road, Cambridge, Cambridgeshire",CB1 9JP,Cambridge
4fb5dbda359bdd75eeba1b72cbf6a484,Salisbury Arms,"The Salisbury Arms, 76 Tenison Road, Cambridge, Cambridgeshire",CB1 2DW,Cambridge
28dc7679277a1f7156ad70c92e7dc862,Salisbury Conservative Club,"Salisbury Conservative Club, 272 Mill Road, Cambridge, Cambridgeshire",CB1 3NF,Cambridge
8d93b03e5956f1eea45fa87ce3b40417,Sir Isaac Newton,"84 Castle Street, Cambridge, Cambridgeshire",CB3 0AJ,Cambridge
48d8d158de4f526f3e0f810e8f3b17e5,Six Bells,"11 Covent Garden, Cambridge, Cambridgeshire",CB1 2HS,Cambridge
1dd349c542059b7042db1b21ab81e379,St Radegund,"St Radegund, 129 King Street, Cambridge, Cambridgeshire",CB1 1LD,Cambridge
9be1971cdb68178b28dd86369fbdcda1,Ta Bouche,"10-15 Market Passage, Cambridge, Cambridgeshire",CB2 3PF,Cambridge
9ee297046e1b7d5952d76c0135c73fea,The Alma,"The Alma, 26 Russell Court, Cambridge, Cambridgeshire",CB2 1HW,Cambridge
23704dd51c975e845c574b044aae0a9f,The Anchor Public House,"The Anchor, Silver Street, Cambridge, Cambridgeshire",CB3 9EL,Cambridge
6904201571add5b12a7fe9f6c318d7f7,The Bath House,"3 Bene't Street, Cambridge, Cambridgeshire",CB2 3QN,Cambridge
873a955df5a2f677a41a7efc94060e41,The Blue Moon,"2 Norfolk Street, Cambridge, Cambridgeshire",CB1 2LF,Cambridge
7dd5e83e2108a97659577e50879f9d9f,The Brook Public House,"The Brook, 25 Brookfields, Cambridge, Cambridgeshire",CB1 3NW,Cambridge
2bf95e5f8c4d7d0126de92e476d4fc8b,The Burleigh Arms,"The Burleigh Arms, 9-11 Newmarket Road, Cambridge, Cambridgeshire",CB5 8EG,Cambridge
d58f26af08cb043d52b1e70919aa89b0,The Cambridge Blue,"85-87 Gwydir Street, Cambridge, Cambridgeshire",CB1 2LG,Cambridge
31ac1b66cc6bb396c83f124317589f8c,The Cambridge Brew House,"The Cambridge Brew House, 1 King Street, Cambridge, Cambridgeshire",CB1 1LH,Cambridge
967d91e162afb44a67c0281f71766e4d,The Carlton Arms Public House,"The Carlton Arms, Carlton Way, Cambridge, Cambridgeshire",CB4 2BY,Cambridge
17611e6e94d73ef376834e5c6ee03dde,The Carpenters Arms,"182-186 Victoria Road, Cambridge, Cambridgeshire",CB4 3DZ,Cambridge
735820e1614052fde55659da9dc10ccc,The Corner House,"The Corner House, 231 Newmarket Road, Cambridge, Cambridgeshire",CB5 8JE,Cambridge
5bad20f1e26aaa4f21b3aa75ac0d7b8e,The Dobblers Inn,"The Dobblers Inn, 184 Sturton Street, Cambridge, Cambridgeshire",CB1 2QF,Cambridge
3d8222014ec36292c1c143c5f5e12c29,The Duke Of Cambridge,"The Duke Of Cambridge, 176 East Road, Cambridge, Cambridgeshire",CB1 1BG,Cambridge
fcbbcad536850e545b09a731340a6918,The Eagle Public House,"The Eagle, Bene't Street, Cambridge, Cambridgeshire",CB2 3QN,Cambridge
73523a8cc9a5c04a010d0307f2f2827a,The Elm Tree,"Orchard Street, Cambridge, Cambridgeshire",CB1 1JT,Cambridge
2731079f1b27cd115b2122f82b6583c8,The Empress,"The Empress, 72 Thoday Street, Cambridge, Cambridgeshire",CB1 3AX,Cambridge
7ac4d810e11b28eeb7d0e9fc5ad9f39b,The Flying Pig,"The Flying Pig, 106 Hills Road, Cambridge, Cambridgeshire",CB2 1LQ,Cambridge
6446a0b5a862aa6fdc1058f1c585abcb,The Geldart,"1 Ainsworth Street, Cambridge, Cambridgeshire",CB1 2PF,Cambridge
408fcac344f30ef958831c76bb9f01d4,The Golden Hind,"The Golden Hind Public House, 355 Milton Road, Cambridge, Cambridgeshire",CB4 1SP,Cambridge
a97b85d31d715c65b2970c4177eb0fda,The Grain and Hop Store,"The Grain Store, 69-73 Regent Street, Cambridge, Cambridgeshire",CB2 1AB,Cambridge
83c53f8948f508f51d2249b489ca8e7d,The Granta,"Granta Public House, 14 Newnham Terrace, Newnham Road, Cambridge, Cambridgeshire",CB3 9EX,Cambridge
993ca754cc46e86a09219c87aa343ac4,The Grapes,"The Grapes, 19 Histon Road, Cambridge, Cambridgeshire",CB4 3JB,Cambridge
ff1c4a182485e4163171c53083978325,The Great Northern,"The Great Northern, 1-3 Station Road, Cambridge, Cambridgeshire",CB1 2JB,Cambridge
d492e2a94fcaf11cae660be61bb0e6ca,The Green Man,"The Green Man, 55 High Street, Trumpington, Cambridge, Cambridgeshire",CB2 9HZ,Cambridge
8fd2ddd1ae4fe3b63c3d3162bd00105f,The Hawks Club,"Hawk Club, 18 Portugal Place, Cambridge, Cambridgeshire",CB5 8AF,Cambridge
c1816b1812ae5f393f1c75a288f4112b,The Hopbine,"The Hopbine, 11-12 Fair Street, Cambridge, Cambridgeshire",CB1 1HA,Cambridge
6d6f65d3930d4403e99a1ec4c49eaa22,The Junction,"The Junction, 1 Clifton Way, Cambridge, Cambridgeshire",CB1 7GX,Cambridge
996e41c2e1b0442bb7c48582fb9c8ae4,The Maypole P.H.,"The Maypole, 20A Portugal Place, Cambridge, Cambridgeshire",CB5 8AF,Cambridge
b2e9feddc0cc5247110d4e812c12eb75,The Med,"Perne Road, Cambridge, Cambridgeshire",CB1 3RX,Cambridge
68efc5ef30c8478bb6b33651921f73a0,The Mill (new),"The Mill, 14 Mill Lane, Cambridge, Cambridgeshire",CB2 1RX,Cambridge
